City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,guerrero negro,27.9769,-114.0611,77.68,63,75,19.13,MX,1692145051
365,tidjikja,18.5564,-11.4271,90.66,42,71,7.96,MR,1692145052
366,luwuk,-0.9516,122.7875,79.47,80,33,5.59,ID,1692145052
367,zhoucun,36.8167,117.8167,88.9,67,73,2.68,CN,1692145052
368,waingapu,-9.6567,120.2641,78.8,68,28,11.79,ID,1692145052
369,aykhal,66.0,111.5,67.64,50,29,5.93,RU,1692145052
370,machico,32.7,-16.7667,76.01,72,20,9.22,PT,1692145052
371,piti village,13.4626,144.6933,87.85,76,20,0.0,GU,1692145053
372,semnan,35.5729,53.3971,71.91,12,0,6.62,IR,1692144902
373,sola,-13.8833,167.55,81.27,89,100,5.75,VU,1692145053
374,helena valley west central,46.6629,-112.0604,100.72,21,0,14.97,US,1692145053
375,chorfa,36.3651,4.3264,81.79,26,2,3.18,DZ,1692145054
376,aripuana,-9.1667,-60.6333,79.2,38,47,2.01,BR,1692145054
377,ballina,-28.8667,153.5667,63.79,66,51,8.03,AU,1692145054
378,raduzhny,62.0961,77.475,55.31,83,40,11.48,RU,1692145054
379,bei'an,24.5399,109.533,79.77,87,71,1.72,CN,1692145054
380,chul'man,56.8479,124.9104,58.48,92,91,4.97,RU,1692145055
381,montlucon,46.3333,2.6,64.71,97,95,1.95,FR,1692145055
382,lipova,46.0833,21.7,65.43,84,62,4.12,RO,1692145055
383,la mira,18.035,-102.3266,85.05,72,99,5.86,MX,1692145055
384,dubrovka,53.6907,33.5071,61.27,91,0,4.88,RU,1692145055
385,sibiti,-3.6819,13.3499,71.69,72,47,2.26,CG,1692145056
386,rongelap,11.1635,166.8941,83.14,78,93,8.5,MH,1692145056
387,bubaque,11.2833,-15.8333,75.16,92,100,0.65,GW,1692145057
388,kudahuvadhoo,2.6708,72.8944,81.9,67,6,3.38,MV,1692145057
389,mursko sredisce,46.5094,16.4411,65.88,56,42,3.18,HR,1692145057
390,olyokminsk,60.3736,120.4264,65.41,69,100,3.65,RU,1692145057
391,hailey,43.5196,-114.3153,97.88,22,0,5.75,US,1692145057
392,floro,61.5996,5.0328,59.07,100,100,0.0,NO,1692145058
393,calvinia,-31.4707,19.776,55.2,27,100,8.39,ZA,1692145058
394,cavalaire-sur-mer,43.174,6.5272,81.32,65,2,7.78,FR,1692145058
395,flin flon,54.7682,-101.865,69.44,38,93,6.58,CA,1692144917
396,harstad,68.799,16.5293,55.81,100,100,4.0,NO,1692145058
397,robore,-18.3333,-59.75,77.54,40,25,3.74,BO,1692145058
398,tucacas,10.7906,-68.3258,79.12,89,13,8.01,VE,1692145059
399,turkmenbasy,40.0222,52.9552,75.97,11,0,4.61,TM,1692144941
400,rouissat,31.9243,5.3502,87.87,22,0,5.75,DZ,1692145059
401,es castell,39.8795,4.2854,75.88,94,0,5.75,ES,1692145059
402,chonchi,-42.6128,-73.8092,48.11,97,57,1.45,CL,1692145059
403,balikpapan,-1.2675,116.8289,81.59,83,40,8.05,ID,1692145059
404,sinabang,2.4803,96.3801,79.07,82,100,3.98,ID,1692145060
405,richmond,37.5538,-77.4603,84.15,79,75,6.91,US,1692145060
406,tavda,58.0425,65.2726,56.79,93,54,2.06,RU,1692145060
407,jining,35.405,116.5814,80.31,78,85,3.2,CN,1692145060
408,newport,51.5877,-2.9984,61.83,89,32,6.33,GB,1692145014
409,winneba,5.3511,-0.6231,74.48,92,87,3.78,GH,1692144984
410,wang nam yen,13.5033,102.1812,77.04,90,97,5.17,TH,1692145061
411,arkhangel'sk,64.5401,40.5433,54.63,95,15,3.38,RU,1692145061
412,guatrache,-37.6678,-63.5302,58.14,45,100,8.59,AR,1692145061
413,ouesso,1.6136,16.0517,69.37,96,58,1.03,CG,1692145061
414,pudasjarvi,65.3833,26.9167,56.64,86,97,5.06,FI,1692145061
415,kidal,18.4411,1.4078,89.15,44,22,9.06,ML,1692145062
416,monrovia,6.3005,-10.7969,74.97,79,98,10.58,LR,1692144884
417,kinmparana,12.8402,-4.9199,75.45,88,99,7.99,ML,1692145062
418,tralee,52.2704,-9.7026,53.71,92,18,0.47,IE,1692145062
419,nizhniye vyazovyye,55.7988,48.5248,59.74,95,4,4.63,RU,1692145062
420,roma,43.2128,-75.4557,70.09,88,75,4.61,US,1692145063
421,mao,39.8885,4.2658,75.76,94,0,5.75,ES,1692145063
422,labytnangi,66.6572,66.4183,48.83,92,71,4.68,RU,1692145063
423,bolands,17.0657,-61.8747,82.15,53,40,10.36,AG,1692145063
424,masterton,-40.9597,175.6575,48.88,73,66,7.78,NZ,1692145063
425,caleta de carquin,-11.0925,-77.6267,68.16,80,8,10.71,PE,1692145063
426,reszel,54.0504,21.1458,72.28,51,12,11.05,PL,1692145064
427,holualoa,19.6228,-155.9522,80.78,76,40,10.36,US,1692145064
428,tenkodogo,11.78,-0.3697,74.8,89,96,5.23,BF,1692145064
429,sandnessjoen,66.0217,12.6316,54.12,86,93,10.36,NO,1692145064
430,wijk bij duurstede,51.9742,5.3417,64.54,87,81,3.78,NL,1692145064
431,jarabacoa,19.1218,-70.6422,78.08,85,8,5.08,DO,1692145064
432,galliano,29.4422,-90.2992,93.2,59,40,10.36,US,1692145065
433,portland,45.5234,-122.6762,105.67,30,75,6.91,US,1692144860
434,ubari,26.5921,12.7805,88.39,19,1,9.26,LY,1692145065
435,katsuura,35.1333,140.3,82.42,80,86,14.83,JP,1692145065
436,brisas de zicatela,15.8369,-97.0419,86.52,62,75,13.8,MX,1692145066
437,khandyga,62.6667,135.6,58.28,97,100,2.13,RU,1692145066
438,kone,-21.0595,164.8658,75.65,46,1,5.53,NC,1692145066
439,kayangel,8.0823,134.7173,82.15,78,100,10.04,PW,1692145066
440,ambodifotatra,-16.9833,49.85,72.81,86,16,3.87,MG,1692145066
441,lincoln city,44.9582,-124.0179,99.05,58,44,5.14,US,1692145066
442,tonota,-21.4833,27.4833,63.32,26,47,11.54,BW,1692145067
443,uvira,-3.4067,29.1458,75.11,65,37,2.06,CD,1692144973
444,puli,23.9664,120.9695,76.93,90,100,1.05,TW,1692145067
445,stornoway,58.2093,-6.3865,57.16,90,100,4.61,GB,1692145067
446,la'ie,21.6477,-157.9253,87.76,66,2,13.76,US,1692145067
447,mossel bay,-34.1831,22.146,48.13,76,96,19.39,ZA,1692145067
448,muang phonsavan,19.45,103.2167,67.5,100,100,1.1,LA,1692145068
449,vadso,70.0744,29.7487,56.28,100,100,6.91,NO,1692145068
450,pasinler,39.9803,41.6764,67.19,41,1,2.75,TR,1692145068
451,bodaybo,57.8506,114.1933,66.15,79,31,2.51,RU,1692145068
452,sitka,57.0531,-135.33,57.09,94,100,10.36,US,1692145068
453,colares,38.7992,-9.4469,67.98,80,3,24.0,PT,1692145068
454,morfou,35.1981,32.9914,79.68,75,0,6.69,CY,1692145069
455,sierra vista,31.5545,-110.3037,89.65,37,20,6.91,US,1692145069
456,ulladulla,-35.35,150.4667,56.52,62,8,2.26,AU,1692145069
457,luena,-11.7833,19.9167,57.61,30,1,4.21,AO,1692145069
458,pokachi,61.7198,75.3683,56.89,75,72,10.31,RU,1692145069
459,taro,-8.3862,115.28,71.6,89,64,4.09,ID,1692145069
460,sepatan,-6.1189,106.575,84.36,78,20,3.44,ID,1692145070
461,ceylanpinar,36.8472,40.05,91.17,10,0,6.67,TR,1692145070
462,menongue,-14.6585,17.691,56.07,26,1,3.31,AO,1692145070
463,hastings,50.8552,0.5729,61.25,43,79,4.61,GB,1692145065
464,nova vicosa,-17.8919,-39.3719,72.63,83,92,8.28,BR,1692145070
465,coro,11.4045,-69.6734,80.76,85,13,16.58,VE,1692145070
466,nur-sultan,51.1801,71.446,53.55,87,75,2.24,KZ,1692145071
467,rehoboth,-23.3167,17.0833,57.56,43,82,2.55,NA,1692145071
468,mungwi,-10.1732,31.3694,61.92,51,32,2.84,ZM,1692145071
469,suva,-18.1416,178.4415,78.28,78,75,12.66,FJ,1692145071
470,urangan,-25.3,152.9,70.45,72,71,9.89,AU,1692145071
471,oltu,40.5498,42.0013,67.48,62,0,1.34,TR,1692145072
472,salalah,17.0151,54.0924,78.89,100,100,6.91,OM,1692145072
473,sangre grande,10.5835,-61.1177,80.19,100,97,6.31,TT,1692145072
474,rancho palos verdes,33.7445,-118.387,93.42,79,40,18.41,US,1692145072
475,morehead city,34.7229,-76.726,85.01,90,20,17.27,US,1692145072
476,el abiodh sidi cheikh,32.893,0.5484,83.5,21,38,3.4,DZ,1692145072
477,qianzhou,28.3167,109.7167,79.81,82,6,0.76,CN,1692145073
478,kaa-khem,51.6833,94.7333,52.36,64,66,1.03,RU,1692145073
479,nyurba,63.2842,118.3319,65.17,59,94,1.88,RU,1692145073
480,boyalik,41.2634,28.6314,76.12,85,76,11.01,TR,1692145073
481,kapa'a,22.0752,-159.319,88.12,69,20,16.11,US,1692145073
482,griffith,41.5284,-87.4237,75.06,65,0,6.91,US,1692145073
483,altai,46.3722,96.2583,51.75,62,67,8.86,MN,1692145074
484,frankenberg,51.0667,8.8,62.91,95,13,1.39,DE,1692145039
485,nishinoomote,30.7333,131.0,82.96,94,40,5.75,JP,1692145074
486,muang phon-hong,18.4928,102.4172,75.27,97,100,2.51,LA,1692145075
487,bayganin,48.6947,55.8742,73.96,49,100,5.91,KZ,1692145075
488,quepos,9.4236,-84.1652,78.37,91,100,3.58,CR,1692145075
489,banfora,10.6333,-4.7667,72.0,97,44,3.85,BF,1692145075
490,hasaki,35.7333,140.8333,88.29,79,83,14.0,JP,1692145075
491,bagepalli,13.7847,77.7931,72.77,72,93,8.61,IN,1692145075
492,leninskoye,41.7589,69.3864,63.16,23,37,3.27,KZ,1692145075
493,cascais,38.6979,-9.4215,68.16,79,4,24.0,PT,1692145076
494,achi,8.5682,-74.554,78.89,91,57,2.15,CO,1692145076
495,port macquarie,-31.4333,152.9167,63.9,66,74,0.16,AU,1692145076
496,tamanrasset,22.785,5.5228,80.51,36,40,5.75,DZ,1692145076
497,geraldton,-28.7667,114.6,59.41,72,75,14.97,AU,1692145076
498,uturoa,-16.7333,-151.4333,77.92,77,65,19.51,PF,1692145076
499,bardai,11.65,7.2333,72.5,75,51,0.69,NG,1692145076
500,kiruna,67.8557,20.2251,50.38,83,49,3.69,SE,1692145077
501,natal,-5.795,-35.2094,75.42,83,40,6.91,BR,1692145077
502,mejit,10.2753,170.8646,82.63,78,65,11.41,MH,1692145077
503,latakia,35.5148,35.7768,78.98,83,39,7.18,SY,1692145077
504,velizh,55.6056,31.1967,59.59,90,5,2.89,RU,1692145077
505,champerico,14.3,-91.9167,88.34,75,66,9.17,GT,1692145077
506,fallon,39.4735,-118.7774,93.07,14,75,9.22,US,1692145078
507,gaiman,-43.2897,-65.4929,39.63,77,100,21.9,AR,1692145078
508,puerto aysen,-45.4,-72.7,34.41,98,100,6.13,CL,1692145078
509,iquique,-20.2208,-70.1431,61.92,82,28,1.52,CL,1692145078
510,barcelos,41.5388,-8.6151,61.68,92,3,2.53,PT,1692145078
511,anuradhapura,8.3565,80.4173,75.78,87,78,10.87,LK,1692145078
512,broome,42.2506,-75.833,71.69,89,75,3.44,US,1692145079
513,nemuro,43.3236,145.575,65.5,85,100,14.25,JP,1692145079
514,pasni,25.2631,63.471,79.92,84,100,8.21,PK,1692145079
515,kuala terengganu,5.3302,103.1408,78.75,89,20,3.44,MY,1692145079
516,esmeraldas,-19.7625,-44.3139,70.74,67,100,4.68,BR,1692145079
517,m'sila,35.7058,4.5419,87.67,22,0,6.2,DZ,1692145079
518,eforie sud,44.0229,28.6494,72.81,79,48,14.79,RO,1692145079
519,nekrasovskoye,57.6766,40.3657,60.69,87,0,4.47,RU,1692145080
520,tanumah,27.1,44.1333,89.15,12,16,5.08,SA,1692145080
521,gorontalo,0.5412,123.0595,82.38,68,16,6.15,ID,1692145080
522,revda,56.801,59.9303,59.4,87,26,0.58,RU,1692145080
523,tulun,54.5611,100.5792,49.77,92,100,2.68,RU,1692145080
524,shakawe,-18.3667,21.85,60.39,26,1,6.11,BW,1692145080
525,marsh harbour,26.5412,-77.0636,85.37,73,13,12.82,BS,1692145081
526,casablanca,33.5928,-7.6192,70.02,77,4,4.65,MA,1692144841
527,vallenar,-28.5708,-70.7581,62.37,60,89,2.91,CL,1692144973
528,thinadhoo,0.5333,72.9333,82.13,69,9,5.57,MV,1692145082
529,awjilah,29.1081,21.2869,77.74,55,0,11.36,LY,1692145084
530,castres,43.5833,2.1667,75.42,57,100,3.44,FR,1692145084
531,arteche,12.2645,125.4048,81.36,81,99,3.31,PH,1692145084
532,cacoal,-11.4386,-61.4472,80.94,37,98,2.98,BR,1692145084
533,borogontsy,62.6683,131.1683,58.24,96,100,4.97,RU,1692145085
534,kodinsk,58.6881,99.1844,54.18,91,44,3.51,RU,1692145085
535,pingdingshan,33.7385,113.3012,81.37,64,0,2.44,CN,1692145085
536,san carlos,9.6612,-68.5827,75.07,96,43,0.87,VE,1692145085
537,longboat key,27.4125,-82.659,90.0,71,20,5.75,US,1692145085
538,loango,-4.6719,11.8312,68.68,89,14,1.34,CG,1692145086
539,camocim,-2.9022,-40.8411,77.47,77,85,13.44,BR,1692145086
540,genhe,50.7833,121.5167,62.04,97,100,2.98,CN,1692145086
541,sambava,-14.2667,50.1667,69.66,93,22,6.29,MG,1692145086
542,imst,47.2684,10.6698,56.26,92,100,4.03,AT,1692145086
543,reggane,26.7158,0.1714,95.97,12,0,13.76,DZ,1692145087
544,dryden,49.7833,-92.7503,71.89,56,100,4.61,CA,1692145087
545,zouerate,22.7187,-12.4521,94.3,27,72,18.14,MR,1692145087
546,san clemente,33.427,-117.612,98.35,75,30,4.0,US,1692144913
547,lubao,14.9167,120.55,85.71,79,12,2.06,PH,1692145087
548,ilha de mocambique,-15.0342,40.7358,74.75,80,1,4.16,MZ,1692145088
549,duluth,46.7833,-92.1066,82.35,53,0,16.11,US,1692144954
550,kingston,17.997,-76.7936,86.95,81,20,9.22,JM,1692144932
551,den burg,53.0542,4.7972,60.78,97,100,3.44,NL,1692145088
552,narvik,68.4384,17.4272,55.81,98,35,3.13,NO,1692145088
553,arkalyk,50.2486,66.9114,58.42,57,1,7.83,KZ,1692145088
554,ar ruways,24.1103,52.7306,92.59,58,100,7.34,AE,1692145089
555,bikenibeu village,1.3673,173.1241,89.56,70,75,4.61,KI,1692145089
556,rikaze,29.25,88.8833,57.6,65,99,1.97,CN,1692145089
557,atherton,53.5237,-2.4935,61.21,91,12,2.86,GB,1692145089
558,juan griego,11.0817,-63.9655,82.53,78,9,6.91,VE,1692145090
559,selibaby,15.159,-12.1829,80.11,83,100,10.47,MR,1692145090
560,bodo,67.28,14.405,55.78,94,0,6.91,NO,1692145090
561,vrangel',42.7297,133.0839,69.17,97,100,4.05,RU,1692145090
562,chos malal,-37.3781,-70.2709,55.24,51,10,14.74,AR,1692145090
563,sai buri,6.7013,101.6168,78.51,86,100,7.11,TH,1692145090
564,pailon,-17.65,-62.75,76.1,47,0,5.95,BO,1692145091
565,adler,43.43,39.92,78.96,88,100,2.24,RU,1692145091
566,taco pozo,-25.6167,-63.2833,84.47,29,0,14.38,AR,1692145091
